id,brand_id,category_id,subcategory_id,name_en,name_ar,model,slug,price,discount_price,description_en,description_ar,specifications_en,specifications_ar,images,active,created_at,updated_at
502,9,4,60,Coffee Shop Grinder 63,مطحنة مقهى 63,Coffee Shop Grinder 63,santos-coffee-grinder-coffee-shop-grinder-63-502,0.00,,"Perfect to make turkish coffee. 

Stepless micrometric grinding adjustments: from extra fine to extra coarse.

Simple direct dispensing of the coffee: fresh ground coffee.

Bag Holder: 400 mm high. Accepts bags from 250gr to 1 kg.

Vibrating plate: for a better distribution of ground coffee into the bag.

 

Powerful: commercial reliable induction motor.

Silent: 65 dBA

Hopper: 1.2 Kg.

 ","مثالية لتحضير القهوة التركية.
ضبط طحن ميكرومتري متدرج: من ناعم جدًا إلى خشن جدًا.
توزيع مباشر وبسيط للقهوة: قهوة مطحونة طازجة.
حامل أكياس: 400 مم ارتفاع، يدعم أكياس من 250 غرام إلى 1 كجم.
لوحة اهتزاز: لتوزيع أفضل للقهوة المطحونة داخل الكيس.
قوية: محرك استقرائي موثوق تجاريًا.
هادئة: 65 ديسيبل.
سعة الحاوية: 1.2 كجم.
",{},{},[],true,2025-01-05 03:32:37+00,2025-02-22 03:38:39+00
506,36,3,70,Gravity water chillers,Gravity water chillers,Gravity water chillers,macpan-water-chillers-gravity-water-chillers-506,0.00,,"The MR/ECO is cooling equipment directed to the bakery and pastry industries, that allows water conservation at certain temperatures defined by the professionals, providing them with a favourable control in the execution of their recipes. The rigour in monitoring the water temperature as well as the modular construction, which allows the addition of more coolers (for greater cooling capacity), are the main advantages provided by the water cooler MAC.PAN.","The MR/ECO is cooling equipment directed to the bakery and pastry industries, that allows water conservation at certain temperatures defined by the professionals, providing them with a favourable control in the execution of their recipes. The rigour in monitoring the water temperature as well as the modular construction, which allows the addition of more coolers (for greater cooling capacity), are the main advantages provided by the water cooler MAC.PAN.",{},{},[],true,2025-01-06 15:40:39+00,2025-02-22 03:38:39+00
507,36,8,77,Accumulation water chillers,Accumulation water chillers,Accumulation water chillers,macpan-blast-chiller-accumulation-water-chillers-507,0.00,,"The standard equipment includes the electronic regulation of the temperature, the electrical level control with solenoid valve for automatic filling, the water circulation system inside the tank by means of pumps, which serves to accelerate the cooling process, the discharge towards the control unit dosing or directly into the mixer takes place through an electric pump equipped with electronic pressure control, with body completely in brass or stainless steel depending on the size of the machine.","The standard equipment includes the electronic regulation of the temperature, the electrical level control with solenoid valve for automatic filling, the water circulation system inside the tank by means of pumps, which serves to accelerate the cooling process, the discharge towards the control unit dosing or directly into the mixer takes place through an electric pump equipped with electronic pressure control, with body completely in brass or stainless steel depending on the size of the machine.",{},{},[],true,2025-01-06 15:42:55+00,2025-02-22 03:38:39+00
508,36,8,77,Fast water chillers with meters,مبردات مياه سريعة مع عدادات,Fast water chillers with meters,macpan-blast-chiller-fast-water-chillers-with-meters-508,0.00,,"The water chillers are designed to cool the water destined to the creation of mixtures for food products such as bread, pasta etc. They are constructed of stainless steel, the tank and the evaporator coil 304, with fittings and materials from only the European market. The standard equipment includes the electronic regulation of the temperature, the electrical level control with solenoid valve for automatic filling, the water circulation system inside the tank by means of pumps, which serves to accelerate the cooling process, the discharge towards the control unit dosing or directly into the mixer takes place through an electric pump to manual control in the model CWR50D or with an electronic pressure control, with a completely made of brass, in the CWR100D model.",تم تصميم مبردات المياه لتبريد المياه المستخدمة في خلط المنتجات الغذائية مثل الخبز والمعكرونة. يتم تصنيعها بالكامل من الفولاذ المقاوم للصدأ، مع خزان وملف تبريد مصنوعين من الفولاذ المقاوم للصدأ 304. تحتوي المعدات القياسية على تنظيم إلكتروني لدرجة الحرارة، وتحكم كهربائي في مستوى الماء مع صمام تعبئة تلقائي، ونظام تدوير الماء داخل الخزان بواسطة مضخات لتسريع عملية التبريد. يتم التصريف إلى وحدة التحكم أو مباشرة إلى الخلاط عبر مضخة كهربائية تعمل بالتحكم اليدوي أو التحكم الإلكتروني.,{},{},[],true,2025-01-06 15:44:45+00,2025-02-22 03:38:39+00
509,36,3,70,Constant flow water chillers,مبردات مياه بتدفق مستمر,Constant flow water chillers,macpan-water-chillers-constant-flow-water-chillers-509,0.00,,"The constant flow water chillers series CWC they serve to cool the water destined to the creation of mixtures for food products such as bread, pasta, etc. They represent the most high guarantee of hygiene cooling because the water that will be used for food production does not come into contact and never stops inside the cooling tank cause passes inside the tubular stainless exchanger which in turn and 'immersed in a bath full of water cooled by a coil, said evaporator, also made of stainless steel, inside which passes the Freon gas. In this way there is a guarantee that even in the event of breakage of the evaporator tube does not pollute the water to be used for the production, also there will be no problems of deposit on the bottom of the tank or stagnation due to periods of inactivity of the machine.","تم تصميم سلسلة مبردات المياه ذات التدفق المستمر (CWC) لتبريد المياه المستخدمة في صنع المنتجات الغذائية مثل الخبز والمعكرونة. توفر المبردات ضمانًا عاليًا للنظافة حيث لا تتلامس المياه المستخدمة للإنتاج الغذائي مع الخزان مباشرةً، بل تمر عبر مبدل حراري مصنوع من الفولاذ المقاوم للصدأ. هذا التصميم يضمن عدم تلوث المياه حتى في حالة تلف أنبوب المبادل الحراري. كما يمنع تراكم الرواسب أو الركود داخل الخزان أثناء فترات عدم الاستخدام.
",{},{},[],true,2025-01-06 15:49:55+00,2025-02-22 03:38:39+00
511,36,3,55,Spiral mixer with fixed bowl,خلاط حلزوني مع وعاء ثابت مدعم,Spiral mixer with fixed bowl,macpan-dough-mixer-spiral-mixer-with-fixed-bowl-511,0.00,,"The body of the mixer is made of steel, the central tool, spiral arm and protective grid and bowl are all in stainless steel. This type of mixer is suitable for bakeries and cake shops and allows for shorter working times to be obtained. The work cycle can be manual or automatic with 2 speeds, both having programmable timers. It is also possible to change the rotation of bowl during the automatic cycle. Belt drivers eliminate vibration and noise: this system gives a considerable saving in maintenance costs. The low voltage electrical system (24 volts) has an automatic protection system with a very simple control panel for use in automatic or manual mode. The mixer complies with the latest CE regulations.","أفضل طراز في مجموعة MAC.PAN للخلاطات الحلزونية. تم تصميمه للسوق الأمريكية لخلط العجائن المصنوعة من محتوى عالي من الجلوتين أو بنسبة منخفضة من السوائل. كل جزء في الماكينة مدعم، سواء من حيث البنية أو الأجزاء. تتميز بمحركين، ونظام دفع خاص لتقليل الضغط وحلزون كبير، مع إمكانية تركيب محركات أكبر في بعض الطرازات.
",{},{},[],true,2025-01-06 15:56:17+00,2025-02-22 03:38:39+00
512,36,3,55,Spiral mixer with fixed bowl REINFORCED,Spiral mixer with fixed bowl REINFORCED,Spiral mixer with fixed bowl REINFORCED,macpan-dough-mixer-spiral-mixer-with-fixed-bowl-reinforced-512,0.00,,"Top of the MAC.PAN range of spiral mixers. Designed for the US market for mixing doughs made with a high gluten content or with a low percentage of liquid. Every part of the machine is reinforced, both in terms of its structure and its parts. It features 2 motors, a special drive to reduce stress and a large spiral, with possibility of installing larger motors in some models.","Top of the MAC.PAN range of spiral mixers. Designed for the US market for mixing doughs made with a high gluten content or with a low percentage of liquid. Every part of the machine is reinforced, both in terms of its structure and its parts. It features 2 motors, a special drive to reduce stress and a large spiral, with possibility of installing larger motors in some models.",{},{},[],true,2025-01-06 16:01:40+00,2025-02-22 03:38:39+00
513,36,3,55,Spiral mixer with lifter for table,خلاط حلزوني مع رافع للطاولة,Spiral mixer with lifter for table,macpan-dough-mixer-spiral-mixer-with-lifter-for-table-513,0.00,,"The body of the mixer is made of steel, the central tool, spiral arm and protective grid and bowl are all in stainless steel. This type of mixer is suitable for bakeries and cake shops and allows for shorter working times to be obtained. The work cycle can be manual or automatic with 2 speeds, both having programmable timers. It is also possible to change the rotation of bowl during the automatic cycle. Belt drivers eliminate vibration and noise: this system gives a considerable saving in maintenance costs. The low voltage electrical system (24 volts) has an automatic protection system with a very simple control panel for use in automatic or manual mode. The mixer complies with the latest CE regulations.",الجسم مصنوع من الفولاذ، والأداة المركزية، الذراع الحلزوني، شبكة الحماية، والوعاء جميعها مصنوعة من الفولاذ المقاوم للصدأ. هذا النوع من الخلاطات مناسب للمخابز ومتاجر الحلويات، مما يوفر أوقات عمل أقصر. يمكن أن يكون العمل يدويًا أو أوتوماتيكيًا بسرعتين مع مؤقتات قابلة للبرمجة. يمكن أيضًا تغيير دوران الوعاء أثناء الدورة الأوتوماتيكية. نظام التشغيل بالحزام يقلل الاهتزاز والضوضاء، مما يوفر تكاليف صيانة كبيرة. النظام الكهربائي بجهد منخفض (24 فولت) مزود بنظام حماية تلقائي ولوحة تحكم بسيطة للاستخدام اليدوي أو الأوتوماتيكي. يتوافق الخلاط مع أحدث لوائح CE.,{},{},[],true,2025-01-06 16:05:13+00,2025-02-22 03:38:39+00
514,36,3,55,Spiral mixer with lifter for divider,خلاط حلزوني مع رافع لمقسم العجين,Spiral mixer with lifter for divider,macpan-dough-mixer-spiral-mixer-with-lifter-for-divider-514,0.00,,"The body of the mixer is made of steel, the central tool, spiral arm and protective grid and bowl are all in stainless steel. This type of mixer is suitable for bakeries and cake shops and allows for shorter working times to be obtained. The work cycle can be manual or automatic with 2 speeds, both having programmable timers. It is also possible to change the rotation of bowl during the automatic cycle. Belt drivers eliminate vibration and noise: this system gives a considerable saving in maintenance costs. The low voltage electrical system (24 volts) has an automatic protection system with a very simple control panel for use in automatic or manual mode. The mixer complies with the latest CE regulations.","الجسم مصنوع من الفولاذ، والأداة المركزية، الذراع الحلزوني، شبكة الحماية، والوعاء جميعها مصنوعة من الفولاذ المقاوم للصدأ. هذا النوع من الخلاطات مناسب للمخابز ومتاجر الحلويات، مما يوفر أوقات عمل أقصر. يمكن أن يكون العمل يدويًا أو أوتوماتيكيًا بسرعتين مع مؤقتات قابلة للبرمجة. يمكن أيضًا تغيير دوران الوعاء أثناء الدورة الأوتوماتيكية. نظام التشغيل بالحزام يقلل الاهتزاز والضوضاء، مما يوفر تكاليف صيانة كبيرة. النظام الكهربائي بجهد منخفض (24 فولت) مزود بنظام حماية تلقائي ولوحة تحكم بسيطة للاستخدام اليدوي أو الأوتوماتيكي. يتوافق الخلاط مع أحدث لوائح CE.
",{},{},[],true,2025-01-06 16:07:20+00,2025-02-22 03:38:39+00
515,36,3,55,Spiral mixer with removable bowl,خلاط حلزوني مع وعاء قابل للإزالة,Spiral mixer with removable bowl,macpan-dough-mixer-spiral-mixer-with-removable-bowl-515,0.00,,"The automatic spiral mixer with removable bowl is equipped with automatic lifting and coupling. The bowl drive eliminates noise and maintenance. The mixer’s two speeds enable the user to obtain a mixture which is well blended and of a high quality. The body of the mixer is made of heavy duty coated steel. The mixer complies with the latest CE regulations. MSPA 300 and 400 models was designed for industrial production. As well as being totally reconceived from a structural point of view, the greatest novelty can be found in the bowl transmission which is completely new mechanically with two friction wheels, and no longer one as with the other models.The spiral transmission fitted is the same used for the other models.
","الخلاط الحلزوني الأوتوماتيكي مع وعاء قابل للإزالة مزود برفع وتثبيت تلقائي. نظام تشغيل الوعاء يضمن تقليل الضوضاء والصيانة. يوفر الخلاط بسرعتيه مزيجًا متجانسًا وعالي الجودة. الجسم مصنوع من الفولاذ المطلي الثقيل. يتوافق الخلاط مع أحدث لوائح CE. تم تصميم طرازي MSPA 300 و400 للإنتاج الصناعي. من الناحية الهيكلية، تم إعادة تصميم ناقل الحركة للوعاء ليصبح بنظام عجلات احتكاك مزدوجة، بدلاً من واحدة كما في الطرازات الأخرى.
",{},{},[],true,2025-01-06 16:10:18+00,2025-02-22 03:38:39+00
516,36,3,55,Tilting lifter for table,رافع هيدروليكي للطاولة,Tilting lifter for table,macpan-dough-mixer-tilting-lifter-for-table-516,0.00,,"The tilting lift for the removable bowl saves the operator time and efort when removing the dough from the bowl. Thanks to the oil-hydraulic system, all operations can be carried out safely and silently.","يوفّر الرافع المائل للوعاء القابل للإزالة الوقت والجهد للمشغل عند إزالة العجين من الوعاء.
بفضل النظام الهيدروليكي بالزيت، يمكن تنفيذ جميع العمليات بأمان وهدوء.",{},{},[],true,2025-01-06 16:13:53+00,2025-02-22 03:38:39+00
517,36,3,55,Fork mixer,خلاط شوكي,Fork mixer,macpan-dough-mixer-fork-mixer-517,0.00,,"VL 40 and VL 80: Ideal mixer for artisan bakery and pizzeria workshops, with a dough capacity of 40 kg or in the version with a dough capacity of 80 kg.It is equipped with a fixed stainless steel bowl, transmissions with double gearbox in oil bath for bowl movement and tool movement and wheels as standard.Among the options we have the stainless steel scraper and two digital timers on the 80 kg model.

VL 160 and VL 200: Ideal mixer for medium to large bakery, pizzeria and fresh pasta laboratories. Conceived and built in thick carpentry and highly reliable mechanical transmissions. The two versions have a maximum mixing capacity of 160 kg and 200 kg. both versions are equipped with transmission with gearmotor in oil bath for both the movement of the fork tool and the bowl. Machine movement wheels are standard. Among the options we have the stainless steel scraper and two digital timers from 0 to 99 minutes, with memory.","VL 40 وVL 80: مثالية للمخابز الحرفية وورش البيتزا، بسعة عجين 40 كجم أو 80 كجم.

مزودة بوعاء ثابت من الفولاذ المقاوم للصدأ.
نقل الحركة عبر علبة تروس مزدوجة مغمورة بالزيت لحركة الوعاء والأداة.
عجلات قياسية.
الخيارات تشمل مكشطة من الفولاذ المقاوم للصدأ ومؤقتين رقميين على طراز 80 كجم.
VL 160 وVL 200: مثالية للمخابز المتوسطة والكبيرة ومعامل البيتزا والمكرونة الطازجة.

مصممة بمتانة عالية ونقل حركة ميكانيكي موثوق.
السعات القصوى للخلط هي 160 كجم و200 كجم.
كلا الطرازين مزودان بعلبة تروس مغمورة بالزيت لحركة أداة الخلط والوعاء.
عجلات حركة الماكينة قياسية.
الخيارات تشمل مكشطة من الفولاذ المقاوم للصدأ ومؤقتين رقميين من 0 إلى 99 دقيقة مع ميزة الحفظ.
",{},{},[],true,2025-01-06 16:18:11+00,2025-02-22 03:38:39+00
518,36,3,55,French style fork mixer,خلاط شوكي بالطراز الفرنسي,French style fork mixer,macpan-dough-mixer-french-style-fork-mixer-518,0.00,,"This mixer is suitable for medium/soft dough for baguettes and other types of traditional French bread. Equipped with bowl locking system to keep the speed constant.
Can be supplied with manual, semiautomatic and automatic controls.","هذا الخلاط مناسب للعجين المتوسط/الطري مثل عجائن الباجيت وأنواع أخرى من الخبز الفرنسي التقليدي.
مزود بنظام تثبيت للوعاء للحفاظ على ثبات السرعة.
يمكن توفيره بتحكم يدوي، شبه أوتوماتيكي، وأوتوماتيكي.",{},{},[],true,2025-01-06 16:22:56+00,2025-02-22 03:38:39+00
519,36,3,55,Twin arm mixer,خلاط ذو ذراعين مزدوجين,Twin arm mixer,macpan-dough-mixer-twin-arm-mixer-519,0.00,,"• 2 Speeds
• No Timers
INV
• With inverter (BPM display)
• With digital timer
• Man/auto functions


INV/PROG
• With inverter
• 5 programmable steps (speed + timer)
• 99 Recipes
• Man/auto functions
• With bowl impulse button","سرعتان.
بدون مؤقت.
مع عاكس (عرض BPM).
مع مؤقت رقمي.
وظائف يدوية/أوتوماتيكية.
مع عاكس.
5 خطوات قابلة للبرمجة (سرعة + مؤقت).
99 وصفة.
وظائف يدوية/أوتوماتيكية.
زر لدفع وعاء الخلط.
",{},{},[],true,2025-01-06 16:26:10+00,2025-02-22 03:38:39+00
520,36,3,71,Manual dividers,مقسّمات العجين اليدوية,Manual dividers,macpan-dividers-manual-dividers-520,0.00,,"The simplicity of handling combined with the robustness that characterizes it, make the MAC.PAN manual divider an equipment up to the most demanding challenges.
Don't think it's a model outdated model in time, this is timeless equipment with fans all over the world.
Ideal for cutting bakery and pastry doughs, the SMTAs are suitable for different realities, recipes and operators.
Built with a maximum capacity of 3 and 8 kg, in divisions 8, 15, 20, 30 units.","البساطة في الاستخدام إلى جانب المتانة التي تميزها تجعل مقسّم العجين اليدوي MAC.PAN جهازًا يمكنه مواجهة أصعب التحديات.
ليست نموذجًا قديمًا بل هو معدات خالدة تحظى بشعبية حول العالم.
مثالية لتقطيع عجائن الخبز والمعجنات.
مناسبة لاحتياجات مختلفة، وصفات، والمشغلين.
السعات المتاحة: 3 و 8 كجم، مقسمة إلى 8، 15، 20، 30 وحدة.
",{},{},[],true,2025-01-07 15:34:43+00,2025-02-22 03:38:39+00
521,36,3,71,Dough dividers and rounders,ماكينات تقسيم وتدوير العجين,Dough dividers and rounders,macpan-dividers-dough-dividers-and-rounders-521,0.00,,"ROUNDERS
Bun rounding divider is a machine that cut a piece of raw dough into small portions and, using an oscillating plate, subsequently roll each piece to obtain balls of the same weight and shape, all in a few seconds.

MANUAL ROUNDERS
Mechanically driven machine. The step of pressing, cutting and end rounding is carried out with the levers of the forming chamber while the adjustment is made by means of a yoke with a numerical scale.","ماكينة تدوير وتقسيم الكعك تقسم قطعة من العجين الخام إلى أجزاء صغيرة.
باستخدام لوحة متأرجحة، يتم تدوير كل قطعة لاحقًا للحصول على كرات ذات وزن وشكل موحد، وكل ذلك في غضون ثوانٍ.
MANUAL ROUNDERS

ماكينة تعمل ميكانيكيًا.
تتم خطوات الضغط، التقطيع، والتدوير النهائي باستخدام روافع غرفة التشكيل.
يتم إجراء الضبط باستخدام مشبك مع مقياس رقمي.",{},{},[],true,2025-01-07 15:37:39+00,2025-02-22 03:38:39+00
522,36,3,71,Automatic dough dividers and rounders,ماكينات تقسيم وتدوير العجين الأوتوماتيكية,Automatic dough dividers and rounders,macpan-dividers-automatic-dough-dividers-and-rounders-522,0.00,,"ROUNDERS
Bun rounding divider is a machine that cut a piece of raw dough into small portions and, using an oscillating plate, subsequently roll each piece to obtain balls of the same weight and shape, all in a few seconds.

AUTOMATIC ROUNDERS
Control panel with the possibility of adjusting the pressing, rounding and opening time of the molding chamber. Possibility to save 9 different programs.","ROUNDERS

ماكينة تدوير وتقسيم الكعك تقسم قطعة من العجين الخام إلى أجزاء صغيرة.
باستخدام لوحة متأرجحة، يتم تدوير كل قطعة لاحقًا للحصول على كرات ذات وزن وشكل موحد، وكل ذلك في غضون ثوانٍ.
AUTOMATIC ROUNDERS

لوحة تحكم توفر إمكانية ضبط الضغط، التدوير، ووقت فتح غرفة التشكيل.
إمكانية حفظ 9 برامج مختلفة.
",{},{},[],true,2025-01-07 15:40:02+00,2025-02-22 03:38:39+00
523,36,3,71,Manual dough dividers,Manual dough dividers,Manual dough dividers,macpan-dividers-manual-dough-dividers-523,0.00,,"DIVIDERS
Divider is a fast and reliable machine that cut a piece of raw dough into various and deired portions, also offers the possibility of creating different forms, without spoiling the product's characteristics.

MANUAL DIVIDERS
Mechanical machine. Pressing, cutting andknife cleaning are carried out using levers.","DIVIDERS
Divider is a fast and reliable machine that cut a piece of raw dough into various and deired portions, also offers the possibility of creating different forms, without spoiling the product's characteristics.

MANUAL DIVIDERS
Mechanical machine. Pressing, cutting andknife cleaning are carried out using levers.",{},{},[],true,2025-01-07 15:42:33+00,2025-02-22 03:38:39+00
524,36,3,71,Semi-automatic dough dividers,Semi-automatic dough dividers,Semi-automatic dough dividers,macpan-dividers-semi-automatic-dough-dividers-524,0.00,,"SEMI AUTOMATIC DIVIDERS
Mechanical Hydraulic machine, with one double-acting cylinder for pressing and cutting. All functions are carried out using a joystick, which allows very simple and rapid pressing, pressing and cutting and knife cleaning.","SEMI AUTOMATIC DIVIDERS
Mechanical Hydraulic machine, with one double-acting cylinder for pressing and cutting. All functions are carried out using a joystick, which allows very simple and rapid pressing, pressing and cutting and knife cleaning.",{},{},[],true,2025-01-07 15:46:44+00,2025-02-22 03:38:39+00
525,36,3,71,Automatic dough dividers,Automatic dough dividers,Automatic dough dividers,macpan-dividers-automatic-dough-dividers-525,0.00,,"AUTOMATIC DIVIDERS
Hydraulic machine, with one double- acting cylinder for pressing and cutting. Control panel that allows adjustment of pressing and cutting. Knife cleaning button. Can store up to 9 different programs.","AUTOMATIC DIVIDERS
Hydraulic machine, with one double- acting cylinder for pressing and cutting. Control panel that allows adjustment of pressing and cutting. Knife cleaning button. Can store up to 9 different programs.",{},{},[],true,2025-01-07 15:50:44+00,2025-02-22 03:38:39+00
526,36,3,71,Volumetric divider vacuum system," ماكينة تقسيم حجمية بنظام تفريغ",Volumetric divider vacuum system sv 80,macpan-dividers-volumetric-divider-vacuum-system-sv-80-526,12000.00,,"Volumetric vacuum divider with short or long conveyor belt. It's also available in the version with one or two pistons, or with rounding device, or with forming baguettes plate on an independent motorized exit belt. A line for the production of pizza and/ or panettone is available with pressure hopper and touch screen machine.
","ماكينة تقسيم حجمية تعمل بنظام تفريغ مع حزام ناقل قصير أو طويل.
متوفرة بنسخة تحتوي على مكبس واحد أو اثنين، أو مع جهاز تشكيل، أو مع لوح تشكيل خبز الباجيت على حزام خروج بمحرك مستقل.
يمكن تجهيز خط إنتاج للبيتزا و/أو البانيتوني مع قادوس ضغط وماكينة تعمل بنظام شاشة لمس.",{},{},[],true,2025-01-07 15:53:25+00,2025-02-22 03:38:39+00
527,36,3,72,Conical rounder," ماكينة تشكيل مخروطية",Conical rounder,macpan-dough-rounder-conical-rounder-527,0.00,,"Ideal for rounding both medium and soft dough with up to 70% water to flour ratio. The rounding effect is achieved by means of a cone that, while rotating, rolls the dough along a concave spiral-shaped channel, thus producing spherical loaves.
It can be equipped with a hot and cold air ventilation system which allows, with the slight drying of the surface, to perfectly process even the most humid doughs.
The standard equipment includes an automatic flourduster. The channels are Teflon-coated to help dough slide, thus ensuring easiest operation.
MPCR: The channels distance from the cone can be adjusted in order to get the same accuracy of form over the 30 gr. - 1600 gr. range. Thanks to this system it is also possible to calibrate the rounding force and the pieces tightness.

","
مثالية لتشكيل العجين المتوسط والناعم بنسبة ماء إلى دقيق تصل إلى 70%.
يتم تحقيق تأثير التشكيل من خلال مخروط يدور ويلف العجين على طول قناة حلزونية مقعرة، مما ينتج عنه أرغفة كروية الشكل.
يمكن تجهيز الماكينة بنظام تهوية للهواء الساخن والبارد، مما يسمح بمعالجة العجين الرطب بشكل مثالي عن طريق تجفيف خفيف للسطح.
تشمل المعدات القياسية رشاش دقيق أوتوماتيكي.
القنوات مطلية بالتفلون لتسهيل انزلاق العجين، مما يضمن سهولة التشغيل.
MPCR: يمكن ضبط المسافة بين القنوات والمخروط للحصول على دقة تشكيل متساوية في النطاق من 30 جرامًا إلى 1600 جرامًا.
يتيح هذا النظام أيضًا إمكانية ضبط قوة التشكيل وثبات القطع.
",{},{},[],true,2025-01-07 15:57:31+00,2025-02-22 03:38:39+00
528,36,3,72,Belt rounder for soft doughs,ماكينة تشكيل عجين بالحزام للعجين الطري,Belt rounder for soft doughs,macpan-dough-rounder-belt-rounder-for-soft-doughs-528,0.00,,"The band rounder is the appropriate machine for rounding soft dough. There are two lenghts available, 1400 mm and 1900 mm","تعتبر ماكينة الحزام المستدير الخيار الأمثل لتشكيل العجين الطري.
متوفرة بطولين: 1400 مم و1900 مم.",{},{},[],true,2025-01-07 16:00:12+00,2025-02-22 03:38:39+00
529,36,3,72,Rounding machine for pizza balls,ماكينة تشكيل كرات البيتزا**,Rounding machine for pizza balls,macpan-dough-rounder-rounding-machine-for-pizza-balls-529,0.00,,"This machine is very innovative because it exploits the force of gravity and causes the dough to roll up through the natural rising movement of the auger. Indispensable tool for pizzerias and bakeries, it facilitates work by reducing preparation times.","تعتمد هذه الماكينة على الجاذبية لتدوير العجين من خلال الحركة التصاعدية الطبيعية للمثقب.
أداة لا غنى عنها في المطاعم والمخابز، تسهل العمل وتقلل من أوقات التحضير.
",{},{},[],true,2025-01-07 16:02:26+00,2025-02-22 03:38:39+00
530,36,3,72,Rounding machine for dough balls 50gr - 1kg," Rounding Machine for Dough Balls 50g - 1kg - ماكينة تشكيل كرات العجين (50 جم - 1 كجم)**",Rounding machine for dough balls 50gr - 1kg,macpan-dough-rounder-rounding-machine-for-dough-balls-50gr---1kg-530,0.00,,"This machine is very innovative because it exploits the force of gravity and causes the dough to roll up through the natural rising movement of the auger. Make perfect dough balls the easy way with MAC.PAN's Heavy Duty Dough Baller! Thanks to our rounder we can prepare portions of: Pizza/Tortillas/Bread Rolls/ Roti/Pita Bread/Chipote/Ethnic Foods.

A rounder allows you to be much more efficient and maintain consistent results for every ball of dough. Thanks to the STANDARD inverter it is possible to adjust the speed of the machine according to the hydration of the dough and the required production.","تستفيد هذه الماكينة من قوة الجاذبية لتدوير العجين بشكل طبيعي من خلال الحركة التصاعدية للمثقب.
مثالية لتشكيل كرات عجين البيتزا/التورتيلا/خبز البرغر/روتي/خبز البيتا/الإثنيات الغذائية.
تعمل الماكينة على تحقيق الكفاءة والحفاظ على نتائج متسقة لكل كرة عجين.
بفضل العاكس القياسي، يمكن ضبط سرعة الماكينة وفقًا لترطيب العجين ومتطلبات الإنتاج.
",{},{},[],true,2025-01-07 16:04:45+00,2025-02-22 03:38:39+00
531,36,3,73,Dynamic intermediate proofer,جهاز تخمير وسيط ديناميكي,Dynamic intermediate proofer,macpan-proofers-dynamic-intermediate-proofer-531,0.00,,The Intermediate proofer model IP1500 is a dynamic type model (the dough pieces change of pocket several times inside the proofer). It is robust and reliable and it can load pieces up to 2500g.,"
نموذج جهاز التخمير الوسيط IP1500 هو نموذج ديناميكي (تتغير قطع العجين مكانها عدة مرات داخل الجهاز).
يتميز بالقوة والموثوقية ويمكنه تحميل قطع العجين التي يصل وزنها إلى 2500 جم.",{},{},[],true,2025-01-07 16:07:45+00,2025-02-22 03:38:39+00
532,36,3,73,Static intermediate proofers,Name: Static Intermediate Proofers - جهاز تخمير وسيط ثابت,Static intermediate proofers,macpan-proofers-static-intermediate-proofers-532,0.00,,"The intermediate proofer model IP 93 is an accurate and reliable machine, with so reduced size that it passes totally erected through a standard 2,10 m height and 0,8 m width door.
Its function is to give the necessary resting time to the recently divided dough portions, in order to let them lose the tensions acquired in that process and ease its lengthing in the next step of the productive process: the forming.

Double security photosensor at the loading
Protection grid at the loading hopper of approx 800mm
Crouzet PLC controller
Fast change intermediate relays
Reliable thermical overload relays of first brands only
Stainless steel pannels
Felt, polyethylene or independent baskets
Super strong baskets made of soldered stainelss steel structural profile
CE Certificate","نموذج جهاز التخمير الوسيط IP 93 هو جهاز دقيق وموثوق، بحجم صغير جداً بحيث يمكنه المرور بالكامل عبر باب قياسي بارتفاع 2.10 م وعرض 0.8 م.
وظيفته إعطاء العجين المقسّم حديثاً الوقت اللازم للراحة لتقليل التوترات المكتسبة خلال هذه العملية وتسهيل تمدده في الخطوة التالية من العملية الإنتاجية: التشكيل.
ميزات أمان مزدوجة:
مستشعر صور مزدوج عند التحميل.
شبكة حماية في قادوس التحميل بطول حوالي 800 مم.
وحدة تحكم PLC Crouzet.
تغييرات سريعة في مرحلات التوسط.
مرحلات حرارية موثوقة لحماية الزائد من علامات تجارية أولى فقط.
ألواح من الفولاذ المقاوم للصدأ.
سلال فائقة القوة مصنوعة من ملف هيكلي من الفولاذ المقاوم للصدأ الملحوم.
شهادة CE.
",{},{},[],true,2025-01-07 16:10:26+00,2025-02-22 03:38:39+00
533,36,3,73,Intermediate proofer for baguettes,جهاز تخمير وسيط للباكيت,Intermediate proofer for baguettes,macpan-proofers-intermediate-proofer-for-baguettes-533,0.00,,"Capacity indicated are approximate. Many factors come into play such as kind of dough, resting, moulding, placement... those informations can change the number of loaf per gutters. *Bread de 100g, **Bread de 945g","السعة الموضحة تقريبية وتعتمد على عوامل مثل نوع العجين، الراحة، التشكيل، والتنسيق.
*خبز وزن 100 جم، *خبز وزن 945 جم.",{},{},[],true,2025-01-07 16:12:42+00,2025-02-22 03:38:39+00
